Tribute,TRIBUTE,TAS1,operating,TRIBUTE,hydro,83.0
Tungatinah,TUNGATIN,TAS1,operating,TUNGATIN,hydro,125.0
Woolnorth,WOOLNTH1,TAS1,operating,WOOLNTH1,wind,140.0
Angelsea,APS,VIC1,retired,APS,brown_coal,165.0
Ararat,ARWF,VIC1,operating,ARWF1,wind,241.59
Bairnsdale,DEIBDL,VIC1,operating,BDL01,gas_ocgt,46.0
Bairnsdale,DEIBDL,VIC1,operating,BDL02,gas_ocgt,46.0
Bald Hills,BHWF,VIC1,operating,BALDHWF1,wind,59.0
Ballarat Battery,BALBESS,VIC1,operating,BALBG1,battery_discharging,30.0
Ballarat Battery,BALBESS,VIC1,operating,BALBL1,battery_charging,30.0
Ballarat Hospital,BBASEHOS,VIC1,operating,BBASEHOS,gas_recip,1.0
Banimboola,BAPS,VIC1,operating,BAPS,hydro,12.0
Bannerton,BANNSP,VIC1,operating,BANN1,solar,50.0
Berwick,BERWICK,VIC1,operating,BERWICK,bioenergy_biogas,7.0
Bogong/Mackay,MCKAY,VIC1,operating,MCKAY1,hydro,53.0
Bogong/Mackay,MCKAY,VIC1,operating,MCKAY2,hydro,53.0
Broadmeadows,BROADMDW,VIC1,operating,BROADMDW,bioenergy_biogas,5.0
Brooklyn,BROOKLYN,VIC1,operating,BROOKLYN,bioenergy_biogas,3.0
Bulgana Green  Hub,BULGANA,VIC1,operating,BULGANA1,wind,182.0
Challicum Hills,CHALLWF,VIC1,operating,CHALLHWF,wind,52.0
Chepstowe,CHPSTWF,VIC1,operating,CHPSTWF1,wind,6.0
Cherry Tree,CHYTWF,VIC1,operating,CHYTWF1,wind,57.0
Clayton,CLAYTON,VIC1,operating,CLAYTON,bioenergy_biogas,11.0
Clover,CLOVER,VIC1,operating,CLOVER,hydro,29.0
Codrington,CODRGTON,VIC1,operating,CODRNGTON,wind,18.0
Coonoer Bridge,CBWF,VIC1,operating,CBWF1,wind,19.8
Corio,CORIO,VIC1,operating,CORIO1,bioenergy_biogas,1.0
Crowlands,CROWLWF,VIC1,operating,CROWLWF1,wind,79.0
Dartmouth,DARTM,VIC1,operating,DARTM1,hydro,150.0
Dundonnell,DUNDWF,VIC1,operating,DUNDWF1,wind,168.0
Dundonnell,DUNDWF,VIC1,operating,DUNDWF2,wind,46.0
Dundonnell,DUNDWF,VIC1,operating,DUNDWF3,wind,121.0
Eildon,EILDON,VIC1,operating,EILDON1,hydro,60.0
Eildon,EILDON,VIC1,operating,EILDON2,hydro,60.0
Eildon (Run of River),EILDONPD,VIC1,operating,EILDON3,hydro,5.0
Elaine,ELAINEWF,VIC1,operating,ELAINWF1,wind,83.0
Energy Brix,ENERGYB,VIC1,retired,MOR1,brown_coal,90.0
Energy Brix,ENERGYB,VIC1,retired,MOR2,brown_coal,30.0
Energy Brix,ENERGYB,VIC1,retired,MOR3,brown_coal,75.0
Gannawarra,GANNSF,VIC1,operating,GANNSF1,solar,55.0
Gannawarra Battery,GANNBESS,VIC1,operating,GANNBG1,battery_discharging,30.0
Gannawarra Battery,GANNBESS,VIC1,operating,GANNBL1,battery_charging,30.0
Glenmaggie,GLENMAGG,VIC1,operating,GLENMAG1,hydro,4.0
Hallam,HLMSEW01,VIC1,operating,HLMSEW01,hydro,1.0
Hallam Road,HALAMRD,VIC1,operating,HALAMRD1,bioenergy_biogas,9.0
Hazelwood,HAZEL,VIC1,retired,HWPS1,brown_coal,220.0
Hazelwood,HAZEL,VIC1,retired,HWPS2,brown_coal,220.0
Hazelwood,HAZEL,VIC1,retired,HWPS3,brown_coal,200.0
Hazelwood,HAZEL,VIC1,retired,HWPS4,brown_coal,200.0
Hazelwood,HAZEL,VIC1,retired,HWPS5,brown_coal,200.0
Hazelwood,HAZEL,VIC1,retired,HWPS6,brown_coal,200.0
Hazelwood,HAZEL,VIC1,retired,HWPS7,brown_coal,200.0
Hazelwood,HAZEL,VIC1,retired,HWPS8,brown_coal,200.0
Hepburn Wind,HEPWIND,VIC1,operating,HEPWIND1,wind,4.0
Hume (VIC),HUMEV,VIC1,operating,HUMEV,hydro,29.0
Jeeralang A,JEERA,VIC1,operating,JLA01,gas_ocgt,51.0
Jeeralang A,JEERA,VIC1,operating,JLA02,gas_ocgt,51.0
Jeeralang A,JEERA,VIC1,operating,JLA03,gas_ocgt,51.0
Jeeralang A,JEERA,VIC1,operating,JLA04,gas_ocgt,51.0
Jeeralang B,JEERB,VIC1,operating,JLB01,gas_ocgt,76.0
Jeeralang B,JEERB,VIC1,operating,JLB02,gas_ocgt,76.0
Jeeralang B,JEERB,VIC1,operating,JLB03,gas_ocgt,76.0
Jindabyne Pump,SNWYGJP2,VIC1,operating,SNWYGJP2,pumps,70.0
Karadoc,KARSF,VIC1,operating,KARSF1,solar,104.0
Kiata,KIATAWF,VIC1,operating,KIATAWF1,wind,31.0
Laverton North,LNGS,VIC1,operating,LNGS1,gas_ocgt,156.0
Laverton North,LNGS,VIC1,operating,LNGS2,gas_ocgt,156.0
Longford,LONGFORD,VIC1,operating,LONGFORD,gas_ocgt,44.0
Loy Yang A,LOYYANGA,VIC1,operating,LYA1,brown_coal,560.0
Loy Yang A,LOYYANGA,VIC1,operating,LYA2,brown_coal,530.0
Loy Yang A,LOYYANGA,VIC1,operating,LYA3,brown_coal,560.0
Loy Yang A,LOYYANGA,VIC1,operating,LYA4,brown_coal,560.0
Loy Yang B,LOYYB,VIC1,operating,LOYYB1,brown_coal,500.0
Loy Yang B,LOYYB,VIC1,operating,LOYYB2,brown_coal,500.0
Macarthur,MACARTH,VIC1,operating,MACARTH1,wind,420.0
Maroona,MAROOWF1,VIC1,operating,MAROOWF1,wind,6.0
Mornington Waste Disposal,MORNW,VIC1,retired,MORNW,bioenergy_biogas,1.0
Mortlake,MORTLK,VIC1,operating,MORTLK11,gas_ocgt,283.0
Mortlake,MORTLK,VIC1,operating,MORTLK12,gas_ocgt,283.0
Mortons Lane,MLWF,VIC1,operating,MLWF1,wind,20.0
Mt Gellibrand,MTGELWF,VIC1,operating,MTGELWF1,wind,137.984
Mt Mercer,MTMERCER,VIC1,operating,MERCER01,wind,131.0
Murra Warra,MUWAWF,VIC1,operating,MUWAWF1,wind,231.0
Murray,MURRAY,VIC1,operating,MURRAY,hydro,1500.0
Newport,NEWPORT,VIC1,operating,NPS,gas_steam,500.0
Numurkah,NUMURKSF,VIC1,operating,NUMURSF1,solar,74.0
Oaklands Hill,OAKLAND,VIC1,operating,OAKLAND1,wind,67.0
Portland,PORTWF,VIC1,operating,PORTWF,wind,148.0
Rubicon,RUBICON,VIC1,operating,RUBICON,hydro,13.0
Salt Creek,SALTCRK,VIC1,operating,SALTCRK1,wind,54.0
Shepparton Wastewater Treatment,SHEP1,VIC1,operating,SHEP1,bioenergy_biogas,1.0
Somerton,AGLSOM,VIC1,operating,AGLSOM,gas_ocgt,170.0
Springvale,SVALE,VIC1,operating,SVALE1,bioenergy_biogas,5.0
Tatura Biomass,TATURA,VIC1,operating,TATURA01,bioenergy_biogas,1.0
Timboon West,TIMWEST,VIC1,operating,TIMWEST,wind,7.0
Toora,TOORAWF,VIC1,operating,TOORAWF,wind,21.0
Traralgon Network Support,TGNSS,VIC1,operating,TGNSS1,gas_recip,10.0
Valley  Peaking,VPGS,VIC1,operating,VPGS1,gas_ocgt,50.0
Valley  Peaking,VPGS,VIC1,operating,VPGS2,gas_ocgt,50.0
Valley  Peaking,VPGS,VIC1,operating,VPGS3,gas_ocgt,50.0
Valley  Peaking,VPGS,VIC1,operating,VPGS4,gas_ocgt,50.0
Valley  Peaking,VPGS,VIC1,operating,VPGS5,gas_ocgt,50.0
Valley  Peaking,VPGS,VIC1,operating,VPGS6,gas_ocgt,50.0
Waubra,WAUBRAWF,VIC1,operating,WAUBRAWF,wind,192.0
Wemen,WEMENSF1,VIC1,operating,WEMENSF1,solar,97.0
West Kiewa,WKIEWA,VIC1,operating,WKIEWA1,hydro,31.0
West Kiewa,WKIEWA,VIC1,operating,WKIEWA2,hydro,31.0
Wollert,WOLLERT,VIC1,operating,WOLLERT1,bioenergy_biogas,7.0
Wonthaggi,WONWP,VIC1,operating,WONWP,wind,12.0
Wyndham,WYNDW,VIC1,retired,WYNDW,bioenergy_biogas,1.0
Yallourn W,YALLOURN,VIC1,operating,YWPS1,brown_coal,360.0
Yallourn W,YALLOURN,VIC1,operating,YWPS2,brown_coal,360.0
Yallourn W,YALLOURN,VIC1,operating,YWPS3,brown_coal,380.0
Yallourn W,YALLOURN,VIC1,operating,YWPS4,brown_coal,380.0
Yaloak South,YSWF,VIC1,operating,YSWF1,wind,28.0
Yambuk,YAMBUK,VIC1,operating,YAMBUKWF,wind,30.0
Yarrawonga,YWNGAHYD,VIC1,operating,YWNGAHYD,hydro,9.0
Yawong,YAWWF,VIC1,operating,YAWWF1,wind,7.2
Yendon,YENDONWF,VIC1,operating,YENDWF1,wind,144.0
Albany,ALBANY,WA1,operating,ALBANY_WF1,wind,21.6
Badgingarra,BADGINGARRA,WA1,operating,BADGINGARRA_WF1,wind,130.0
Bluewaters,BLUEWATERS,WA1,operating,BW2_BLUEWATERS_G1,black_coal,217.0
Bluewaters,BLUEWATERS,WA1,operating,BW1_BLUEWATERS_G2,black_coal,217.0
Bremer Bay,BREMER_BAY,WA1,operating,BREMER_BAY_WF1,wind,0.6
Cockburn,COCKBURN,WA1,operating,COCKBURN_CCG1,gas_ccgt,249.7
Collgar,INVESTEC_COLLGAR,WA1,operating,INVESTEC_COLLGAR_WF1,wind,206.0
Collie,COLLIE,WA1,operating,COLLIE_G1,black_coal,318.3
Denmark,DCWL_DENMARK,WA1,operating,DCWL_DENMARK_WF1,wind,1.44
Emu Downs,EDWFMAN,WA1,operating,EDWFMAN_WF1,wind,80.0
Geraldton diesel,TESLA_GERALDTON,WA1,operating,TESLA_GERALDTON_G1,distillate,9.9
Gosnells,GOSNELLS,WA1,operating,GOSNELLS,bioenergy_biogas,1.0
Grasmere,GRASMERE,WA1,operating,GRASMERE_WF1,wind,13.8
Greenough River,GREENOUGH_RIVER,WA1,operating,GREENOUGH_RIVER_PV1,solar,10.0
Henderson,HENDERSON_RENEWABLE,WA1,operating,HENDERSON_RENEWABLE_IG1,bioenergy_biogas,3.0
Kalamunda,KALAMUNDA_SG,WA1,operating,KALAMUNDA_SG,bioenergy_biogas,1.3
Kalbarri,KALBARRI,WA1,operating,KALBARRI_WF1,wind,1.6
Kambalda,STHRNCRS,WA1,operating,STHRNCRS_EG,gas_ocgt,23.0
Karakin,BLAIRFOX_KARAKIN,WA1,operating,BLAIRFOX_KARAKIN_WF1,wind,5.0
Kemerton,KEMERTON,WA1,operating,KEMERTON_GT11,gas_ocgt,154.7
Kemerton,KEMERTON,WA1,operating,KEMERTON_GT12,gas_ocgt,154.7
Kemerton diesel,TESLA_KEMERTON,WA1,operating,TESLA_KEMERTON_G1,distillate,9.9
Kwinana,KWINANA,WA1,operating,KWINANA_GT2,gas_ocgt,103.2
Kwinana,KWINANA,WA1,operating,KWINANA_GT3,gas_ocgt,103.2
Kwinana,KWINANA,WA1,operating,PPP_KCP_EG1,gas_ocgt,85.7
Kwinana,KWINANA_OLD,WA1,retired,KWINANA_C5,black_coal,200.0
Kwinana,KWINANA_OLD,WA1,retired,KWINANA_C6,black_coal,200.0
Kwinana Swift,PERTHENERGY_KWINANA,WA1,operating,PERTHENERGY_KWINANA_GT1,gas_ocgt,116.0
Kwinana cogen,TIWEST_COG1,WA1,operating,TIWEST_COG1,gas_ocgt,42.1
Manjimup,BRIDGETOWN_BIOMASS_PLANT,WA1,operating,BRIDGETOWN_BIOMASS_PLANT,bioenergy_biomass,40.0
Merredin,NAMKKN_MERR,WA1,operating,NAMKKN_MERR_SG1,gas_ocgt,92.6
Metro,AMBRISOLAR,WA1,operating,AMBRISOLAR_PV1,solar,0.96
Mirrabooka,ATLAS,WA1,operating,ATLAS,bioenergy_biogas,1.23
Mount Barker,SKYFRM_MTBARKER,WA1,operating,SKYFRM_MTBARKER_WF1,wind,2.43
Muja AB,MUJA_AB,WA1,retired,MUJA_M1,black_coal,60.0
Muja AB,MUJA_AB,WA1,retired,MUJA_M2,black_coal,60.0
Muja AB,MUJA_AB,WA1,retired,MUJA_M3,black_coal,60.0
Muja AB,MUJA_AB,WA1,retired,MUJA_M4,black_coal,60.0
Muja CD,MUJA,WA1,operating,MUJA_G5,black_coal,195.8
Muja CD,MUJA,WA1,operating,MUJA_G6,black_coal,193.6
Muja CD,MUJA,WA1,operating,MUJA_G7,black_coal,212.6
Muja CD,MUJA,WA1,operating,MUJA_G8,black_coal,212.6
Mumbida,MWF_MUMBIDA,WA1,operating,MWF_MUMBIDA_WF1,wind,55.0
Mungarra,MUNGARRA,WA1,operating,MUNGARRA_GT1,gas_ocgt,39.5
Mungarra,MUNGARRA,WA1,operating,MUNGARRA_GT2,gas_ocgt,39.5
Mungarra,MUNGARRA,WA1,operating,MUNGARRA_GT3,gas_ocgt,38.0
Neerabup,NEWGEN_NEERABUP,WA1,operating,NEWGEN_NEERABUP_GT1,gas_ocgt,342.0
Newgen Kwinana,NEWGEN_KWINANA,WA1,operating,NEWGEN_KWINANA_CCG1,gas_ccgt,335.0
Northam,NORTHAM_SF,WA1,operating,NORTHAM_SF_PV1,solar,7.752999999999999
Northam diesel,TESLA_NORTHAM,WA1,operating,TESLA_NORTHAM_G1,distillate,9.9
Parkeston,PRK_AG,WA1,operating,PRK_AG,gas_ocgt,68.0
Picton diesel,TESLA_PICTON,WA1,operating,TESLA_PICTON_G1,distillate,9.9
Pinjar,PINJAR,WA1,operating,PINJAR_GT1,gas_ocgt,38.5
Pinjar,PINJAR,WA1,operating,PINJAR_GT10,gas_ocgt,118.2
Pinjar,PINJAR,WA1,operating,PINJAR_GT11,gas_ocgt,130.0
Pinjar,PINJAR,WA1,operating,PINJAR_GT2,gas_ocgt,38.5
Pinjar,PINJAR,WA1,operating,PINJAR_GT3,gas_ocgt,39.3
Pinjar,PINJAR,WA1,operating,PINJAR_GT4,gas_ocgt,39.3
Pinjar,PINJAR,WA1,operating,PINJAR_GT5,gas_ocgt,39.3
Pinjar,PINJAR,WA1,operating,PINJAR_GT7,gas_ocgt,39.3
Pinjar,PINJAR,WA1,operating,PINJAR_GT9,gas_ocgt,118.2
Pinjara,ALINTA_PNJ,WA1,operating,ALINTA_PNJ_U1,gas_ocgt,143.0
Pinjara,ALINTA_PNJ,WA1,operating,ALINTA_PNJ_U2,gas_ocgt,143.0
Red Hill,RED_HILL,WA1,operating,RED_HILL,bioenergy_biogas,3.64
Richgro,BIOGAS01,WA1,operating,BIOGAS01,bioenergy_biogas,2.0
Rockingham,ROCKINGHAM,WA1,operating,ROCKINGHAM,bioenergy_biogas,4.0
South Cardup,SOUTH_CARDUP,WA1,operating,SOUTH_CARDUP,bioenergy_biogas,4.158
Tamala Park,TAMALA_PARK,WA1,operating,TAMALA_PARK,bioenergy_biogas,4.8
Wagerup,ALCOA_WGP,WA1,operating,ALCOA_WGP,gas_ocgt,26.0
Wagerup,ALCOA_WGP,WA1,operating,ALINTA_WGP_GT,gas_ocgt,195.15200000000002
Wagerup,ALCOA_WGP,WA1,operating,ALINTA_WGP_U2,gas_ocgt,196.84799999999998
Walkaway,ALINTA_WWF,WA1,operating,ALINTA_WWF,wind,89.1
West Hills,BLAIRFOX_WESTHILLS,WA1,operating,BLAIRFOX_WESTHILLS_WF3,wind,5.0
West Kalgoorlie,WEST_KALGOORLIE,WA1,operating,WEST_KALGOORLIE_GT2,distillate,41.2
West Kalgoorlie,WEST_KALGOORLIE,WA1,operating,WEST_KALGOORLIE_GT3,distillate,23.3
